Date,Source,State,Latitude,Longitude,PM2.5,PM10,NO2,Ozone,SO2,CO,Humidity,WindSpeed,Temperature,Urban ( miles),Suburban(miles),Rural(miles),Urban(trip),Suburban(trip),Rural(trip)
2023-01-21,AQS,Alabama,33.5530560008695,-86.815,-0.06330846570730862,-1.101430313814265,0.5742730190243315,-1.565875600594962,-0.48802873867052493,-0.974676659985565,-0.3866517112252873,-0.12517438305050968,-1.5046935343090149,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-01-22,AQS,Alabama,33.5530560008695,-86.815,-0.8135516017870162,-1.45595713876479,0.16981269198073692,-0.8939320366847793,-0.6333520631710745,-0.974676659985565,1.8197293089023883,-0.3844297879455086,-1.3603151990240918,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-01-23,AQS,Alabama,33.5530560008695,-86.815,-0.43843003374716244,-0.7469034888637399,-1.1091564502922515,-1.0059226306698097,-0.5461580684707449,-0.18379800693919532,0.46195637343920326,-0.21159285134884268,-1.72782368884026,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-01-25,AQS,Alabama,33.5530560008695,-86.815,-0.7135191836430553,-1.3673254325271589,1.8095167205358509,-1.0059226306698097,-0.6624167280711845,-0.974676659985565,0.6316779903721014,2.5537981341978098,-1.2815633797777701,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-01-26,AQS,Alabama,33.5530560008695,-86.815,-0.03830036117131846,-1.1900620200518963,0.38843989578808535,-0.33397906675962746,-0.6333520631710745,-0.974676659985565,0.12251313957340702,0.9118472365294849,-1.8984526305406237,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-01-27,AQS,Alabama,33.5530560008695,-86.815,-0.43843003374716244,-0.8355351951013712,-0.37675531753763425,-0.33397906675962746,-0.5170934035706349,0.6070806461071747,-0.47151251969173635,0.13408102184448883,-1.7934502048788614,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-01-28,AQS,Alabama,33.5530560008695,-86.815,0.13675637058061313,-0.6582717826261086,-0.005089071065141622,-1.2299038186398707,-0.5170934035706349,0.6070806461071747,-1.4898422212891251,0.7390102999328193,-1.3471898958163715,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-01-29,AQS,Alabama,33.5530560008695,-86.815,0.8619914021243306,-0.5696400763884774,-0.22371627487249007,-1.789856788565023,-0.6042873982709646,-0.974676659985565,1.310564458103694,0.30691795844115477,-1.097809134869686,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-01-02,AQS,Alabama,33.5530560008695,-86.815,-0.788543497251026,-1.1900620200518963,-1.196607331815191,-2.125828570520114,-0.6042873982709646,-0.974676659985565,1.6500076919694902,0.30691795844115477,-2.0165803594101064,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-02-02,AQS,Alabama,33.5530560008695,-86.815,-1.0636326471469189,-1.6332205512400528,-0.7156274834390244,-0.33397906675962746,-0.6333520631710745,-0.974676659985565,2.074311734301735,-0.12517438305050968,-1.9115779337483438,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-03-02,AQS,Alabama,33.5530560008695,-86.815,0.11174826604462297,-0.7469034888637399,1.0005960664486613,-0.5579602547296885,-0.13925275986920602,-0.974676659985565,-0.47151251969173635,0.8254287682311519,-2.082206875448708,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-05-02,AQS,Alabama,33.5530560008695,-86.815,0.23678878872457423,-0.8355351951013712,1.2738800712078464,0.1139833091804938,-0.6333520631710745,-0.18379800693919532,-0.3866517112252873,-0.0387559147521771,-1.1371850444928469,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-07-02,AQS,Alabama,33.5530560008695,-86.815,0.9370157157323015,1.114362342126517,-0.6828334028679219,-0.33397906675962746,1.31398048513629,1.3979592991535443,-1.0655381789568799,0.13408102184448883,-0.5859223097685945,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-08-02,AQS,Alabama,33.5530560008695,-86.815,2.412493883355727,0.49394039846309806,-0.35489259715689947,-0.445969660744658,-0.6042873982709646,0.6070806461071747,0.5468171819056523,0.9982657048278178,-0.008408968628901569,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-09-02,AQS,Alabama,33.5530560008695,-86.815,0.03672395243665248,-0.9241669013390025,-1.6010676588587855,-0.10999787878956643,-0.6333520631710745,-0.974676659985565,-0.30179090275883824,2.813053539092808,-0.4415439744836713,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-10-02,AQS,Alabama,33.5530560008695,-86.815,-0.7635353927150359,-1.1900620200518963,0.760106142260578,-1.1179132246548402,-0.34270541416997535,-0.974676659985565,-0.30179090275883824,0.8254287682311519,-1.1371850444928469,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-11-02,AQS,Alabama,33.5530560008695,-86.815,0.18677257965259392,-1.0127986075766338,1.7329971992032784,-0.8939320366847793,-0.6042873982709646,-1.7655553130319348,0.8013996073049995,2.2945427293028113,-1.5046935343090149,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-12-02,AQS,Alabama,33.5530560008695,-86.815,-0.6384948700350846,-1.3673254325271589,0.355645815216983,0.7859268730906769,-0.5752227333708547,0.6070806461071747,-0.13206928582594016,0.4797548950378204,-1.2159368637391685,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-02-13,AQS,Alabama,33.5530560008695,-86.815,-0.06330846570730862,-0.1264815452003209,-0.6500393222968198,0.7859268730906769,-0.3717700790700853,2.188837952199914,-0.47151251969173635,-0.8165221294371731,-1.1371850444928469,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-02-14,AQS,Alabama,33.5530560008695,-86.815,-0.013292256635328292,1.114362342126517,-1.480822696764744,-1.3418944126249013,-0.4589640737704151,2.188837952199914,-1.0655381789568799,2.2081242610044787,-0.6252982193917554,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-02-15,AQS,Alabama,33.5530560008695,-86.815,-0.288381406531221,-0.9241669013390025,-1.5245481375262138,-1.0059226306698097,-0.6333520631710745,-0.974676659985565,1.9045901173688373,0.9982657048278178,-0.19216321353698593,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-02-16,AQS,Alabama,33.5530560008695,-86.815,0.6119103567644281,-0.30374495767558346,0.7710375024509452,-0.8939320366847793,-0.6333520631710745,-0.974676659985565,1.395425266570143,2.467379665899477,-0.19216321353698593,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-02-17,AQS,Alabama,33.5530560008695,-86.815,-0.8135516017870162,-1.45595713876479,-0.7046961232486569,-0.445969660744658,-0.6333520631710745,-0.974676659985565,0.03765233110695797,2.2945427293028113,-1.7934502048788614,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-02-19,AQS,Alabama,33.5530560008695,-86.815,0.26179689326056443,0.13941357351257294,-0.136265393349551,-0.22198847277459696,-0.5170934035706349,0.6070806461071747,-1.9141462636213704,1.1711026414244838,-0.8878042835461613,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-02-20,AQS,Alabama,33.5530560008695,-86.815,0.6119103567644281,0.4053086922254668,-1.5573422180973158,-0.8939320366847793,-0.6042873982709646,-0.974676659985565,-0.13206928582594016,1.689613451214481,-0.2971656391987481,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-02-21,AQS,Alabama,33.5530560008695,-86.815,0.3868374159405157,-0.1264815452003209,0.20260677255183926,-0.445969660744658,-0.6333520631710745,-0.974676659985565,0.46195637343920326,-0.3844297879455086,0.0703428506174199,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-02-23,AQS,Alabama,33.5530560008695,-86.815,1.487194015524087,0.4053086922254668,-0.43141211848947136,-0.7819414426997487,-0.6042873982709646,-0.18379800693919532,0.03765233110695797,1.3439395780211496,0.792234527042036,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-02-24,AQS,Alabama,33.5530560008695,-86.815,-0.3884138246751821,-0.1264815452003209,-0.6937647630582894,-2.6857815404452663,-0.6333520631710745,-0.18379800693919532,0.46195637343920326,1.0846841731261505,-0.37591745844506985,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-02-25,AQS,Alabama,33.5530560008695,-86.815,-0.26337330199523085,0.22804527975020422,-0.9451860474367402,-2.4618003524752052,-0.6333520631710745,-0.974676659985565,2.2440333512346333,-0.8165221294371731,-0.7434259482612381,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-02-26,AQS,Alabama,33.5530560008695,-86.815,-0.31338951106721114,-0.39237666391321474,1.7876540001551156,0.6739362791056464,-0.5752227333708547,-0.18379800693919532,1.9045901173688373,-0.8165221294371731,-0.4152933680682308,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-02-27,AQS,Alabama,33.5530560008695,-86.815,0.5618941476924477,1.2029940483641484,0.760106142260578,0.8979174670757074,-0.5752227333708547,-0.18379800693919532,-0.13206928582594016,2.6402166024961433,0.0309669409942594,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-02-03,AQS,Alabama,33.5530560008695,-86.815,-1.5137785287947434,-1.1900620200518963,0.7710375024509452,0.3379644971505548,3.755412336745523,-1.7655553130319348,1.480286075036592,0.5661733633361533,-0.15278730391382497,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-04-03,AQS,Alabama,33.5530560008695,-86.815,-1.4137461106507825,-1.3673254325271589,-0.04881451182661155,0.6739362791056464,0.7908165169343114,-0.18379800693919532,-0.9806773704904307,0.5661733633361533,-0.6252982193917554,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-06-03,AQS,Alabama,33.5530560008695,-86.815,1.6372426427400284,2.5324696419286177,-0.60631388153535,1.457870437000859,-0.40083474397019525,0.6070806461071747,-0.8958165620239816,-0.12517438305050968,0.0309669409942594,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-07-03,AQS,Alabama,33.5530560008695,-86.815,1.1120724474842332,1.468889167077042,0.6945179811183733,0.7859268730906769,-0.34270541416997535,-0.974676659985565,-0.9806773704904307,1.1711026414244838,-0.008408968628901569,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-10-03,AQS,Alabama,33.5530560008695,-86.815,0.48686983408447676,0.4053086922254668,-0.7265588436293917,0.22597390316552432,-0.5461580684707449,-0.18379800693919532,-0.30179090275883824,0.8254287682311519,-0.8090524642998396,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-12-03,AQS,Alabama,33.5530560008695,-86.815,-0.6134867654990942,-0.9241669013390025,0.9568706256871913,-0.22198847277459696,-0.5461580684707449,-0.974676659985565,1.1408428411707956,0.9982657048278178,-0.9928067092079235,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-03-13,AQS,Alabama,33.5530560008695,-86.815,-0.9385921244669675,-1.2786937262895275,1.2957427915885815,-0.10999787878956643,-0.42989940887030514,-1.7655553130319348,-0.3866517112252873,1.1711026414244838,-1.5309441407244557,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-03-14,AQS,Alabama,33.5530560008695,-86.815,-0.9886083335389481,-1.101430313814265,-1.404303175432172,0.8979174670757074,-0.11018809496909607,-1.7655553130319348,-0.8109557535575326,0.6525918316344863,-1.859076720917463,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-03-15,AQS,Alabama,33.5530560008695,-86.815,-0.7635353927150359,-0.2151132514379522,-1.3387150142899673,2.5777763768511632,1.4302391447367295,0.6070806461071747,-1.5747030297555742,-0.9029405977355058,-1.4653176246858541,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-03-16,AQS,Alabama,33.5530560008695,-86.815,2.8626397650035513,2.7983647606415114,-1.2621954929573955,-0.8939320366847793,-0.48802873867052493,0.6070806461071747,-2.1687286890207176,1.4303580463194823,-0.8484283739230003,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-03-17,AQS,Alabama,33.5530560008695,-86.815,-0.7385272881790456,-1.0127986075766338,0.7929002228316799,0.44995509113558535,-0.5752227333708547,-0.974676659985565,1.565146883503041,1.689613451214481,-0.9928067092079235,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-03-18,AQS,Alabama,33.5530560008695,-86.815,-1.3637299015788018,-1.3673254325271589,1.0661842275908655,-0.10999787878956643,-0.5170934035706349,0.6070806461071747,-1.320120604356227,1.2575211097228163,-1.6096959599707774,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-03-19,AQS,Alabama,33.5530560008695,-86.815,-1.0386245426109286,-1.101430313814265,-0.1581281137302858,0.5619456851206158,-0.42989940887030514,-0.18379800693919532,-1.404981412822676,0.9982657048278178,-2.226585210733631,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-03-20,AQS,Alabama,33.5530560008695,-86.815,-1.1136488562188993,-0.481008370150846,0.10422453083853261,1.5698610309858896,-0.022994100268766242,-0.974676659985565,-1.7444246466884723,-1.1621960026305047,-1.9772044497869454,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-03-23,AQS,Alabama,33.5530560008695,-86.815,2.187420942531814,1.468889167077042,0.42123397635918775,-0.445969660744658,-0.42989940887030514,1.3979592991535443,-0.5563733281581854,0.9118472365294849,0.42472603722586816,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-03-24,AQS,Alabama,33.5530560008695,-86.815,1.0620562384122527,0.8484672234136232,-1.021705568769312,0.5619456851206158,-0.5170934035706349,-0.974676659985565,-0.21693009429238921,2.7266350707944755,0.5034778564721897,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-03-25,AQS,Alabama,33.5530560008695,-86.815,-0.33839761560320153,0.759835517175992,-0.02695179144587678,0.3379644971505548,-0.5170934035706349,-0.974676659985565,-1.0655381789568799,0.9982657048278178,0.17534527627918234,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-03-26,AQS,Alabama,33.5530560008695,-86.815,-0.13833277931527957,1.114362342126517,1.601820876918869,1.2338892490307982,-0.48802873867052493,-0.18379800693919532,-0.8109557535575326,-0.21159285134884268,0.17534527627918234,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-03-27,AQS,Alabama,33.5530560008695,-86.815,-0.41342192921117227,-0.30374495767558346,0.6835866209280057,1.0099080610607372,-0.48802873867052493,0.6070806461071747,-0.7260949450910835,0.4797548950378204,0.13596936665602136,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-03-28,AQS,Alabama,33.5530560008695,-86.815,-0.33839761560320153,0.3166769859878355,-1.043568289150047,1.457870437000859,0.18045855403200312,-0.974676659985565,-1.320120604356227,1.516776514617815,-0.5990476129763147,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-03-29,AQS,Alabama,33.5530560008695,-86.815,-0.6134867654990942,-0.30374495767558346,-0.35489259715689947,1.6818516249709201,0.2676525487323329,-1.7655553130319348,-2.0838678805542683,-0.29801131964717564,-0.8484283739230003,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-01-04,AQS,Alabama,33.5530560008695,-86.815,-0.7635353927150359,1.8234159920275672,-1.2403327725766604,1.0099080610607372,-0.5170934035706349,-0.974676659985565,-1.6595638382220232,2.8994720073911417,0.0309669409942594,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-03-04,AQS,Alabama,33.5530560008695,-86.815,0.03672395243665248,-0.39237666391321474,-1.819694862666134,-1.565875600594962,-0.19738208966942578,0.6070806461071747,1.310564458103694,0.6525918316344863,-0.23153912316014644,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-04-04,AQS,Alabama,33.5530560008695,-86.815,0.8119751930523502,0.050781867274941654,-1.6775871801913576,-0.33397906675962746,-0.48802873867052493,-0.974676659985565,0.3770955649727542,1.8624503878111467,0.7528586174188755,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-05-04,AQS,Alabama,33.5530560008695,-86.815,0.31181310233254517,-0.39237666391321474,-0.98891148819821,-0.7819414426997487,-0.5170934035706349,-0.974676659985565,0.3770955649727542,1.2575211097228163,0.7266080110034345,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-06-04,AQS,Alabama,33.5530560008695,-86.815,-0.688511079107065,-0.1264815452003209,2.0828007252950362,-1.0059226306698097,-0.31364074926986546,-0.974676659985565,1.480286075036592,0.5661733633361533,-0.113411394290664,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-07-04,AQS,Alabama,33.5530560008695,-86.815,-1.1386569607548898,-1.1900620200518963,2.060938004914301,-0.22198847277459696,-0.5170934035706349,-0.18379800693919532,2.074311734301735,1.4303580463194823,-0.9928067092079235,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-08-04,AQS,Alabama,33.5530560008695,-86.815,-1.8889000968345973,-1.5445888450024214,2.0281439243431993,-0.22198847277459696,-0.4589640737704151,0.6070806461071747,1.7348685004359392,0.7390102999328193,-0.8878042835461613,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-09-04,AQS,Alabama,33.5530560008695,-86.815,-1.3637299015788018,-1.45595713876479,2.181182967008343,1.3458798430158285,1.2267864904359602,1.3979592991535443,0.46195637343920326,-0.9029405977355058,-0.4152933680682308,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-12-04,AQS,Alabama,33.5530560008695,-86.815,0.48686983408447676,2.0006794045028298,-1.6119990190491529,-0.33397906675962746,2.040597107639038,1.3979592991535443,-1.235259795889778,-1.4214514075255034,-0.113411394290664,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-04-14,AQS,Alabama,33.5530560008695,-86.815,-0.6134867654990942,-0.30374495767558346,1.8860362418684222,0.8979174670757074,-0.4589640737704151,-0.18379800693919532,1.6500076919694902,-0.21159285134884268,-0.4021680648605103,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-04-15,AQS,Alabama,33.5530560008695,-86.815,0.03672395243665248,0.13941357351257294,1.3831936731115206,0.44995509113558535,-0.3717700790700853,2.188837952199914,0.3770955649727542,-0.3844297879455086,0.13596936665602136,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-04-16,AQS,Alabama,33.5530560008695,-86.815,-1.263697483434841,-1.101430313814265,1.306674151778949,1.457870437000859,-0.48802873867052493,2.188837952199914,-0.3866517112252873,1.3439395780211496,-0.4809198841068323,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-04-17,AQS,Alabama,33.5530560008695,-86.815,-0.9886083335389481,-0.481008370150846,-1.2621954929573955,1.7938422189559506,-0.4589640737704151,-0.974676659985565,-2.3384503059536157,0.6525918316344863,-0.520295793729993,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-04-19,AQS,Alabama,33.5530560008695,-86.815,0.7369508794443793,2.266574523215724,-1.8087635024757664,2.465785782866133,2.360308421540247,-0.18379800693919532,-1.6595638382220232,-0.0387559147521771,0.09659345703286086,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-04-20,AQS,Alabama,33.5530560008695,-86.815,0.8869995066603208,2.266574523215724,-1.3496463744803349,1.1218986550457677,-0.3717700790700853,-0.18379800693919532,-1.8292854551549214,0.9118472365294849,0.3590995211872667,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-04-21,AQS,Alabama,33.5530560008695,-86.815,0.8869995066603208,0.5825721047007294,-0.4642061990605737,0.7859268730906769,-0.40083474397019525,-0.974676659985565,-0.047208477359491095,1.3439395780211496,0.09659345703286086,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-04-22,AQS,Alabama,33.5530560008695,-86.815,-1.2386893788988507,-0.9241669013390025,-0.23464763506285766,0.3379644971505548,-0.28457608436975557,-0.974676659985565,-0.47151251969173635,0.22049949014282183,-0.2971656391987481,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-04-23,AQS,Alabama,33.5530560008695,-86.815,-1.088640751682909,-0.9241669013390025,-1.1856759716248233,1.1218986550457677,0.15139388913189317,2.188837952199914,-0.8109557535575326,0.13408102184448883,-1.0715585284542455,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-04-24,AQS,Alabama,33.5530560008695,-86.815,-0.9886083335389481,-0.6582717826261086,-0.17999083411102054,1.2338892490307982,-0.16831742476931583,-0.974676659985565,-1.9141462636213704,1.1711026414244838,-0.8090524642998396,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-04-25,AQS,Alabama,33.5530560008695,-86.815,-0.23836519745924045,0.050781867274941654,-0.5079316398220433,-0.445969660744658,1.662756463937609,-0.974676659985565,-1.5747030297555742,-0.9893590660338388,-0.6646741290149162,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-04-26,AQS,Alabama,33.5530560008695,-86.815,0.48686983408447676,0.3166769859878355,-1.2731268531477629,-1.789856788565023,0.936139841434861,-0.18379800693919532,1.6500076919694902,-0.0387559147521771,-0.4809198841068323,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-04-27,AQS,Alabama,33.5530560008695,-86.815,-0.6635029745710748,-0.8355351951013712,-1.1200878104826189,0.1139833091804938,-0.3717700790700853,-0.974676659985565,1.7348685004359392,0.6525918316344863,-0.2971656391987481,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-04-28,AQS,Alabama,33.5530560008695,-86.815,-0.8135516017870162,-0.6582717826261086,0.9350079053064565,0.1139833091804938,-0.40083474397019525,-0.974676659985565,0.8862604157714485,0.4797548950378204,-0.07403548466750302,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-04-29,AQS,Alabama,33.5530560008695,-86.815,-0.7635353927150359,-0.481008370150846,1.339468232350051,0.5619456851206158,1.7499504586379389,-0.974676659985565,0.7165387988385504,-0.8165221294371731,-0.113411394290664,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-04-30,AQS,Alabama,33.5530560008695,-86.815,-0.6134867654990942,-0.5696400763884774,0.8366256635931499,0.8979174670757074,-0.42989940887030514,-0.18379800693919532,-0.6412341366246345,1.2575211097228163,-0.4809198841068323,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
2023-01-05,AQS,Alabama,33.5530560008695,-86.815,-1.0386245426109286,-0.481008370150846,0.29005765407477874,1.3458798430158285,-0.2555114194696457,0.6070806461071747,-1.8292854551549214,1.0846841731261505,-0.559671703353154,31.75,45.2184,52.9793,4.73359,5.5705,5.52623
