"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"04/04/2023","AQS","010030010","3","10.7","ug/m3 LC","54","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/05/2023","AQS","010030010","3","6","ug/m3 LC","33","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/06/2023","AQS","010030010","3","4","ug/m3 LC","22","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/07/2023","AQS","010030010","3","5.6","ug/m3 LC","31","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/08/2023","AQS","010030010","3","4.3","ug/m3 LC","24","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/09/2023","AQS","010030010","3","0.4","ug/m3 LC","2","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/10/2023","AQS","010030010","3","3.7","ug/m3 LC","21","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/11/2023","AQS","010030010","3","5.5","ug/m3 LC","31","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/12/2023","AQS","010030010","3","5.1","ug/m3 LC","28","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/13/2023","AQS","010030010","3","4.2","ug/m3 LC","23","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/14/2023","AQS","010030010","3","5.2","ug/m3 LC","29","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/15/2023","AQS","010030010","3","5.1","ug/m3 LC","28","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/16/2023","AQS","010030010","3","3.1","ug/m3 LC","17","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/17/2023","AQS","010030010","3","3.1","ug/m3 LC","17","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/18/2023","AQS","010030010","3","7.1","ug/m3 LC","39","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/19/2023","AQS","010030010","3","13.1","ug/m3 LC","58","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/20/2023","AQS","010030010","3","8","ug/m3 LC","44","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/21/2023","AQS","010030010","3","8.4","ug/m3 LC","47","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/22/2023","AQS","010030010","3","4.9","ug/m3 LC","27","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/23/2023","AQS","010030010","3","5.9","ug/m3 LC","33","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/24/2023","AQS","010030010","3","8.7","ug/m3 LC","48","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/25/2023","AQS","010030010","3","12.8","ug/m3 LC","58","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/26/2023","AQS","010030010","3","14.2","ug/m3 LC","61","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/27/2023","AQS","010030010","3","6.3","ug/m3 LC","35","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/28/2023","AQS","010030010","3","9","ug/m3 LC","50","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/29/2023","AQS","010030010","3","8.2","ug/m3 LC","46","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"04/30/2023","AQS","010030010","3","4.3","ug/m3 LC","24","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/01/2023","AQS","010030010","3","5.8","ug/m3 LC","32","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/02/2023","AQS","010030010","3","5.3","ug/m3 LC","29","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/03/2023","AQS","010030010","3","7.8","ug/m3 LC","43","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/04/2023","AQS","010030010","3","8.5","ug/m3 LC","47","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/05/2023","AQS","010030010","3","6.8","ug/m3 LC","38","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/06/2023","AQS","010030010","3","7.4","ug/m3 LC","41","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/07/2023","AQS","010030010","3","6","ug/m3 LC","33","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/08/2023","AQS","010030010","3","4.8","ug/m3 LC","27","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/09/2023","AQS","010030010","3","5.5","ug/m3 LC","31","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/10/2023","AQS","010030010","3","5","ug/m3 LC","28","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/11/2023","AQS","010030010","3","6.4","ug/m3 LC","36","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/12/2023","AQS","010030010","3","7.2","ug/m3 LC","40","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/13/2023","AQS","010030010","3","5.5","ug/m3 LC","31","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/14/2023","AQS","010030010","3","9","ug/m3 LC","50","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/15/2023","AQS","010030010","3","10","ug/m3 LC","53","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/16/2023","AQS","010030010","3","7.7","ug/m3 LC","43","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/17/2023","AQS","010030010","3","6.9","ug/m3 LC","38","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/18/2023","AQS","010030010","3","8.5","ug/m3 LC","47","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/19/2023","AQS","010030010","3","7.3","ug/m3 LC","41","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/20/2023","AQS","010030010","3","6.7","ug/m3 LC","37","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/21/2023","AQS","010030010","3","5.9","ug/m3 LC","33","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/22/2023","AQS","010030010","3","13.5","ug/m3 LC","59","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/23/2023","AQS","010030010","3","5.9","ug/m3 LC","33","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/24/2023","AQS","010030010","3","10","ug/m3 LC","53","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/25/2023","AQS","010030010","3","13.3","ug/m3 LC","59","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/26/2023","AQS","010030010","3","9.6","ug/m3 LC","52","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/27/2023","AQS","010030010","3","10.2","ug/m3 LC","53","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"05/31/2023","AQS","010030010","3","10.3","ug/m3 LC","53","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/01/2023","AQS","010030010","3","8.8","ug/m3 LC","49","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/02/2023","AQS","010030010","3","9.4","ug/m3 LC","52","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/03/2023","AQS","010030010","3","10.3","ug/m3 LC","53","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/04/2023","AQS","010030010","3","9.6","ug/m3 LC","52","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/05/2023","AQS","010030010","3","6.9","ug/m3 LC","38","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/06/2023","AQS","010030010","3","6","ug/m3 LC","33","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/07/2023","AQS","010030010","3","5.5","ug/m3 LC","31","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/08/2023","AQS","010030010","3","11.6","ug/m3 LC","56","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/09/2023","AQS","010030010","3","17.7","ug/m3 LC","67","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/10/2023","AQS","010030010","3","18","ug/m3 LC","68","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/11/2023","AQS","010030010","3","8.9","ug/m3 LC","49","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/12/2023","AQS","010030010","3","5.9","ug/m3 LC","33","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/13/2023","AQS","010030010","3","5","ug/m3 LC","28","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/14/2023","AQS","010030010","3","6.7","ug/m3 LC","37","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/15/2023","AQS","010030010","3","8.7","ug/m3 LC","48","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/16/2023","AQS","010030010","3","4.6","ug/m3 LC","26","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/17/2023","AQS","010030010","3","7.8","ug/m3 LC","43","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/18/2023","AQS","010030010","3","6.1","ug/m3 LC","34","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/19/2023","AQS","010030010","3","8.1","ug/m3 LC","45","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/20/2023","AQS","010030010","3","6.4","ug/m3 LC","36","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/21/2023","AQS","010030010","3","12.8","ug/m3 LC","58","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/22/2023","AQS","010030010","3","10.8","ug/m3 LC","54","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/23/2023","AQS","010030010","3","10.4","ug/m3 LC","53","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/24/2023","AQS","010030010","3","11.5","ug/m3 LC","55","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/25/2023","AQS","010030010","3","11","ug/m3 LC","55","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/26/2023","AQS","010030010","3","7.3","ug/m3 LC","41","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/27/2023","AQS","010030010","3","10.3","ug/m3 LC","53","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/28/2023","AQS","010030010","3","15.3","ug/m3 LC","63","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/29/2023","AQS","010030010","3","18.9","ug/m3 LC","69","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"06/30/2023","AQS","010030010","3","18.5","ug/m3 LC","69","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"07/01/2023","AQS","010030010","3","17.6","ug/m3 LC","67","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
"07/02/2023","AQS","010030010","3","15.3","ug/m3 LC","63","FAIRHOPE, Alabama","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","19300","Daphne-Fairhope-Foley, AL","01","Alabama","003","Baldwin","30.4974780008256","-87.880258"
