"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"03/28/2023","AQS","010491003","3","6.8","ug/m3 LC","38","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"03/29/2023","AQS","010491003","3","5.7","ug/m3 LC","32","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"03/30/2023","AQS","010491003","3","6.9","ug/m3 LC","38","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"03/31/2023","AQS","010491003","3","9.9","ug/m3 LC","52","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"04/01/2023","AQS","010491003","3","5.1","ug/m3 LC","28","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"04/02/2023","AQS","010491003","3","1.9","ug/m3 LC","11","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"04/03/2023","AQS","010491003","3","8.3","ug/m3 LC","46","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"04/04/2023","AQS","010491003","3","11.4","ug/m3 LC","55","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"04/05/2023","AQS","010491003","3","9.4","ug/m3 LC","52","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"04/06/2023","AQS","010491003","3","5.4","ug/m3 LC","30","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"04/07/2023","AQS","010491003","3","3.6","ug/m3 LC","20","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"04/08/2023","AQS","010491003","3","0.6","ug/m3 LC","3","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"04/09/2023","AQS","010491003","3","2.7","ug/m3 LC","15","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"04/10/2023","AQS","010491003","3","4.8","ug/m3 LC","27","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"04/11/2023","AQS","010491003","3","6.3","ug/m3 LC","35","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"04/12/2023","AQS","010491003","3","10.1","ug/m3 LC","53","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"04/13/2023","AQS","010491003","3","7.1","ug/m3 LC","39","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"04/14/2023","AQS","010491003","3","5.7","ug/m3 LC","32","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"04/15/2023","AQS","010491003","3","8.3","ug/m3 LC","46","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"04/16/2023","AQS","010491003","3","3.1","ug/m3 LC","17","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"04/17/2023","AQS","010491003","3","4.2","ug/m3 LC","23","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"04/18/2023","AQS","010491003","3","8.6","ug/m3 LC","48","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"04/19/2023","AQS","010491003","3","11.1","ug/m3 LC","55","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"04/20/2023","AQS","010491003","3","11.7","ug/m3 LC","56","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"04/21/2023","AQS","010491003","3","11.7","ug/m3 LC","56","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"04/22/2023","AQS","010491003","3","3.2","ug/m3 LC","18","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"04/23/2023","AQS","010491003","3","3.8","ug/m3 LC","21","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"04/24/2023","AQS","010491003","3","4.2","ug/m3 LC","23","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"04/25/2023","AQS","010491003","3","7.2","ug/m3 LC","40","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"04/26/2023","AQS","010491003","3","10.1","ug/m3 LC","53","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"04/27/2023","AQS","010491003","3","5.5","ug/m3 LC","31","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"04/28/2023","AQS","010491003","3","4.9","ug/m3 LC","27","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"04/29/2023","AQS","010491003","3","5.1","ug/m3 LC","28","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"04/30/2023","AQS","010491003","3","5.7","ug/m3 LC","32","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/01/2023","AQS","010491003","3","4","ug/m3 LC","22","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/02/2023","AQS","010491003","3","3.9","ug/m3 LC","22","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/03/2023","AQS","010491003","3","5.2","ug/m3 LC","29","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/04/2023","AQS","010491003","3","6.9","ug/m3 LC","38","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/05/2023","AQS","010491003","3","10","ug/m3 LC","53","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/06/2023","AQS","010491003","3","12.4","ug/m3 LC","57","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/07/2023","AQS","010491003","3","13","ug/m3 LC","58","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/08/2023","AQS","010491003","3","13.7","ug/m3 LC","60","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/09/2023","AQS","010491003","3","15.5","ug/m3 LC","63","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/10/2023","AQS","010491003","3","10.7","ug/m3 LC","54","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/11/2023","AQS","010491003","3","13.9","ug/m3 LC","60","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/12/2023","AQS","010491003","3","11","ug/m3 LC","55","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/13/2023","AQS","010491003","3","9.2","ug/m3 LC","51","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/14/2023","AQS","010491003","3","9.5","ug/m3 LC","52","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/15/2023","AQS","010491003","3","12.3","ug/m3 LC","57","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/16/2023","AQS","010491003","3","9.7","ug/m3 LC","52","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/17/2023","AQS","010491003","3","7.7","ug/m3 LC","43","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/18/2023","AQS","010491003","3","8.9","ug/m3 LC","49","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/19/2023","AQS","010491003","3","7.7","ug/m3 LC","43","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/20/2023","AQS","010491003","3","7.8","ug/m3 LC","43","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/21/2023","AQS","010491003","3","18","ug/m3 LC","68","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/22/2023","AQS","010491003","3","16.3","ug/m3 LC","64","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/23/2023","AQS","010491003","3","17.2","ug/m3 LC","66","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/24/2023","AQS","010491003","3","17.9","ug/m3 LC","67","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/25/2023","AQS","010491003","3","18.5","ug/m3 LC","69","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/26/2023","AQS","010491003","3","19.2","ug/m3 LC","70","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/27/2023","AQS","010491003","3","11","ug/m3 LC","55","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/28/2023","AQS","010491003","3","7.1","ug/m3 LC","39","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/29/2023","AQS","010491003","3","6.3","ug/m3 LC","35","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/30/2023","AQS","010491003","3","8.5","ug/m3 LC","47","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"05/31/2023","AQS","010491003","3","12.8","ug/m3 LC","58","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"06/01/2023","AQS","010491003","3","11.5","ug/m3 LC","55","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"06/02/2023","AQS","010491003","3","11","ug/m3 LC","55","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"06/03/2023","AQS","010491003","3","14.3","ug/m3 LC","61","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"06/04/2023","AQS","010491003","3","14.5","ug/m3 LC","61","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"06/05/2023","AQS","010491003","3","14.7","ug/m3 LC","61","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"06/06/2023","AQS","010491003","3","18","ug/m3 LC","68","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"06/07/2023","AQS","010491003","3","23.1","ug/m3 LC","77","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"06/08/2023","AQS","010491003","3","20.7","ug/m3 LC","73","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"06/09/2023","AQS","010491003","3","21.2","ug/m3 LC","74","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"06/10/2023","AQS","010491003","3","24.1","ug/m3 LC","79","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"06/11/2023","AQS","010491003","3","15","ug/m3 LC","62","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"06/12/2023","AQS","010491003","3","12.1","ug/m3 LC","57","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"06/13/2023","AQS","010491003","3","14.7","ug/m3 LC","61","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"06/14/2023","AQS","010491003","3","10.2","ug/m3 LC","53","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"06/15/2023","AQS","010491003","3","9.1","ug/m3 LC","51","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"06/16/2023","AQS","010491003","3","10.4","ug/m3 LC","53","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"06/17/2023","AQS","010491003","3","14.4","ug/m3 LC","61","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"06/18/2023","AQS","010491003","3","17.2","ug/m3 LC","66","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"06/19/2023","AQS","010491003","3","8.5","ug/m3 LC","47","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"06/20/2023","AQS","010491003","3","9","ug/m3 LC","50","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"06/21/2023","AQS","010491003","3","4.7","ug/m3 LC","26","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"06/22/2023","AQS","010491003","3","3.7","ug/m3 LC","21","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"06/23/2023","AQS","010491003","3","6.5","ug/m3 LC","36","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"06/24/2023","AQS","010491003","3","16.9","ug/m3 LC","66","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"06/25/2023","AQS","010491003","3","15.2","ug/m3 LC","62","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"06/26/2023","AQS","010491003","3","11.3","ug/m3 LC","55","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"06/27/2023","AQS","010491003","3","16","ug/m3 LC","64","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"06/28/2023","AQS","010491003","3","13.1","ug/m3 LC","58","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"06/29/2023","AQS","010491003","3","23.9","ug/m3 LC","79","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
"06/30/2023","AQS","010491003","3","23.6","ug/m3 LC","78","CROSSVILLE","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2885670008786","-85.969858"
