"Date","Source","Site ID","POC","Daily Max 1-hour SO2 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"09/16/2023","AQS","011179001","1","7.2","ppb","10","Lhoist, Montevallo Plant","22","92.0000","42401","Sulfur dioxide","100","13820","Birmingham-Hoover, AL","01","Alabama","117","Shelby","33.0928","-86.8072"
"09/17/2023","AQS","011179001","1","1.1","ppb","1","Lhoist, Montevallo Plant","24","100.0000","42401","Sulfur dioxide","100","13820","Birmingham-Hoover, AL","01","Alabama","117","Shelby","33.0928","-86.8072"
"09/18/2023","AQS","011179001","1","1.5","ppb","1","Lhoist, Montevallo Plant","23","96.0000","42401","Sulfur dioxide","100","13820","Birmingham-Hoover, AL","01","Alabama","117","Shelby","33.0928","-86.8072"
"09/19/2023","AQS","011179001","1","33.2","ppb","47","Lhoist, Montevallo Plant","23","96.0000","42401","Sulfur dioxide","100","13820","Birmingham-Hoover, AL","01","Alabama","117","Shelby","33.0928","-86.8072"
"09/20/2023","AQS","011179001","1","69.6","ppb","92","Lhoist, Montevallo Plant","23","96.0000","42401","Sulfur dioxide","100","13820","Birmingham-Hoover, AL","01","Alabama","117","Shelby","33.0928","-86.8072"
"09/21/2023","AQS","011179001","1","36.7","ppb","51","Lhoist, Montevallo Plant","22","92.0000","42401","Sulfur dioxide","100","13820","Birmingham-Hoover, AL","01","Alabama","117","Shelby","33.0928","-86.8072"
"09/22/2023","AQS","011179001","1","40.7","ppb","56","Lhoist, Montevallo Plant","23","96.0000","42401","Sulfur dioxide","100","13820","Birmingham-Hoover, AL","01","Alabama","117","Shelby","33.0928","-86.8072"
"09/23/2023","AQS","011179001","1","2.8","ppb","3","Lhoist, Montevallo Plant","23","96.0000","42401","Sulfur dioxide","100","13820","Birmingham-Hoover, AL","01","Alabama","117","Shelby","33.0928","-86.8072"
"09/24/2023","AQS","011179001","1","2.7","ppb","3","Lhoist, Montevallo Plant","23","96.0000","42401","Sulfur dioxide","100","13820","Birmingham-Hoover, AL","01","Alabama","117","Shelby","33.0928","-86.8072"
"09/25/2023","AQS","011179001","1","12.4","ppb","17","Lhoist, Montevallo Plant","23","96.0000","42401","Sulfur dioxide","100","13820","Birmingham-Hoover, AL","01","Alabama","117","Shelby","33.0928","-86.8072"
